,Powersmiths Head Office,Powersmiths Head Office,Powersmiths Head Office,Powersmiths Head Office,Powersmiths Head Office
READING_DATE,Forge Hallway - Temperature,Forge Room - Temperature,IT Closet-Temperature,Temp South Wall,Temperature North Wall
03/01/2011,20.86319,22.32465,26.69375,2.27014,1.17882
03/02/2011,20.32222,21.6316,26.05069,0.88993,-2.1441
03/03/2011,20.11319,21.6191,25.86528,-2.42396,-3.2375
03/04/2011,20.20208,21.70729,26.20243,1.87049,3.0059
03/05/2011,18.65035,20.12118,24.89757,4.55417,5.33993
03/06/2011,18.36316,20.05439,24.4,1.57188,-3.83624
03/07/2011,22.14755,22.97157,29.02941,-0.6691,-4.82997
03/08/2011,21.08785,21.85938,28.18299,-0.21701,-0.36354
03/09/2011,20.65347,21.95451,27.98819,0.71608,2.25775
03/10/2011,20.405,21.78964,27.64679,3.78561,5.32474
03/11/2011,20.04201,21.54063,26.73924,3.31389,4.87431
03/12/2011,18.27609,19.5337,24.8413,2.7413,4.43406
03/13/2011,18.21111,19.37188,24.48264,2.89757,2.67396
03/14/2011,20.98403,21.70972,26.58715,4.69688,1.09375
03/15/2011,20.78542,21.80938,28.96701,5.73646,4.00451
03/16/2011,20.71285,21.50938,33.11632,6.54271,7.66563
03/17/2011,20.56007,21.42257,31.04583,10.61875,10.52222
03/18/2011,21.19514,22.04653,27.28958,13.77431,10.31701
03/19/2011,19.89931,20.47014,25.64931,8.05451,3.39236
03/20/2011,18.76007,19.61493,24.64132,3.50732,2.5554
03/21/2011,20.53021,21.26944,26.50347,6.40243,6.56771
03/22/2011,20.47222,21.87396,27.25278,6.84063,5.00139
03/23/2011,20.2122,21.67178,26.92892,-1.53972,-0.68432
03/24/2011,20.81563,21.72708,26.20972,2.60972,-2.41458
03/25/2011,20.04792,21.23576,25.23715,2.15174,-2.92847
03/26/2011,19.10208,19.65556,24.95347,0.90556,-3.57596
03/27/2011,19.24306,19.7184,24.83472,1.46736,-2.89236
03/28/2011,20.97396,21.67951,26.39896,2.96215,-0.59375
03/29/2011,20.86771,21.56528,26.43924,6.22257,2.67535
03/30/2011,21.33659,22.18223,26.95889,7.30836,4.93681
03/31/2011,20.59514,22.06111,27.20104,4.89861,5.01458
04/01/2011,20.90799,22.29861,28.90625,9.26424,7.2059
04/02/2011,20.1625,20.52396,28.17813,10.92396,7.08819
04/03/2011,19.4566,19.96493,27.6691,9.50556,7.18056
04/04/2011,20.62569,21.48333,27.61632,8.66319,9.4441
04/05/2011,20.15556,21.25868,27.2684,5.95,5.4684
04/06/2011,20.25521,21.53333,29.74271,6.55972,7.30764
04/07/2011,21.01761,22.18979,30.29437,8.94754,7.24296
04/08/2011,20.90382,21.74618,28.83507,7.57153,8.60069
04/09/2011,21.40903,21.72882,26.97778,12.18958,10.50313
04/10/2011,20.73819,21.44514,26.9191,10.4,12.17882
04/11/2011,22.81771,23.78056,28.75278,15.72049,15.75382
04/12/2011,22.99091,23.50769,28.62657,14.93229,10.11638
04/13/2011,22.60868,23.47465,28.30451,10.64792,10.19792
04/14/2011,22.61944,22.98021,27.79097,13.91285,10.15347
04/15/2011,21.27882,22.05104,27.52951,6.85347,5.41632
04/16/2011,19.20938,20.16875,27.12222,5.01979,6.37083
04/17/2011,18.28819,19.0434,25.97465,4.87951,6.16667
04/18/2011,20.06285,21.06285,27.23681,4.10972,3.35871
04/19/2011,19.76319,20.78646,27.44097,4.59965,0
04/20/2011,20.22326,21.3934,27.36979,5.03194,0
04/21/2011,20.51007,21.49306,27.67222,6.98229,0
04/22/2011,20.67257,21.47257,28.63264,6.16493,0
04/23/2011,20.95208,21.37118,28.74792,12.93438,0
04/24/2011,20.77986,21.36736,28.85729,11.18125,0
04/25/2011,20.56319,21.3625,28.27431,11.40208,0
04/26/2011,21.08472,21.92153,28.15208,10.7191,0
04/27/2011,22.52639,22.89861,28.18125,15.98854,0
04/28/2011,21.82292,22.69896,28.4566,13.13785,0
04/29/2011,20.51632,21.57292,26.93889,10.96076,0
04/30/2011,21.26736,21.55069,26.77951,14.26979,0
05/01/2011,20.36076,20.96285,26.32569,11.62813,0
05/02/2011,22.04618,22.51146,27.38333,13.60972,0
05/03/2011,21.32431,22.33542,28.00694,8.95556,0
05/04/2011,22.07569,22.20521,30.55417,13.27049,0
05/05/2011,23.10625,23.32465,30.75799,16.07882,0
05/06/2011,22.34618,23.05139,28.29375,13.53611,14.85876
05/07/2011,22.32118,22.57569,27.50313,16.42361,14.14618
05/08/2011,22.97465,23.05451,27.77951,16.98229,13.86875
05/09/2011,24.09236,24.17951,28.90729,17.78993,15.47292
05/10/2011,23.3191,23.62431,28.5941,17.23472,15.80694
05/11/2011,24.05833,24.01493,29.14028,18.40627,16.9566
05/12/2011,24.0375,24.34375,30.41007,17.45764,17.44861
05/13/2011,24.43264,24.30347,30.43576,20.87569,20.34688
05/14/2011,23.78229,24.41771,31.3125,17.45799,17.70313
05/15/2011,20.74861,21.34514,28.38056,13.32049,11.425
05/16/2011,20.91146,21.51771,27.59826,11.22188,10.5934
05/17/2011,21.35,21.8934,27.08125,11.65347,11.92986
05/18/2011,22.55556,22.89514,29.03542,15.01672,15.82613
05/19/2011,22.98958,22.71632,29.19375,18.50764,18.93576
05/20/2011,22.94132,22.26424,28.07396,20.72431,20.03715
05/21/2011,25.83125,25.66528,31.01632,25.13715,22.35799
05/22/2011,25.77882,25.78229,31.10521,19.71364,21.36701
05/23/2011,23.87083,23.58333,29.66806,20.8566,21.7
05/24/2011,23.58924,23.62535,29.26319,21.91285,18.73681
05/25/2011,22.25451,22.49375,27.87813,15.68885,15.47604
05/26/2011,21.58502,21.60314,26.95645,16.80868,16.99443
05/27/2011,20.74757,21.05417,26.05104,14.5559,14.27778
05/28/2011,20.71979,20.98264,25.66424,16.03889,16.70035
05/29/2011,22.87431,22.81875,27.16875,20.70868,20.0684
05/30/2011,23.23264,22.5309,27.92361,23.97361,23.06979
05/31/2011,23.9125,23.18125,28.92326,28.12118,26.75139
06/01/2011,24.82118,24.3934,31.20174,27.64722,25.95139
06/02/2011,23.4547,22.97108,29.92125,21.12056,17.00279
06/03/2011,23.20938,22.47778,29.41979,22.67743,19.70243
06/04/2011,23.54549,23.75799,30.21458,17.04549,18.36597
06/05/2011,24.88542,24.46667,30.54444,22.85521,21.34063
06/06/2011,23.98125,23.13854,30.32014,25.54757,23.31528
06/07/2011,24.27118,23.56667,29.78056,27.12431,25.41181
06/08/2011,24.78611,24.09444,30.27743,29.93229,27.87951
06/09/2011,24.25382,23.75486,30.37118,26.05972,23.65278
06/10/2011,23.38229,23.05694,30.80035,21.12431,18.2809
06/11/2011,24.33681,24.32569,31.57569,20.67674,20.33889
06/12/2011,24.27951,24.37431,31.62951,20.60799,17.97986
06/13/2011,23.29722,23.34306,31.22083,20.41215,16.94826
06/14/2011,23.52222,23.02743,30.82292,21.68056,19.35729
06/15/2011,24.09306,23.62708,29.26319,25.24896,23.28785
06/16/2011,24.10382,23.69722,29.82396,23.90903,23.44479
06/17/2011,24.45104,23.87083,33.075,23.99583,23.73819
06/18/2011,26.38056,25.59306,38.92257,25.95208,24.33785
06/19/2011,26.47361,25.92465,39.12813,23.31701,21.92813
06/20/2011,24.42674,23.62535,33.0816,24.73576,23.0559
06/21/2011,24.50174,24.06701,29.06389,26.27326,25.28229
06/22/2011,24.62118,24.8059,30.325,21.06389,22.24167
06/23/2011,24.05278,24.0184,30.81354,22.93576,22.70208
06/24/2011,23.10938,23.20104,29.30313,22.50174,22.47639
06/25/2011,23.75729,24.03264,29.44063,21.39201,20.83958
06/26/2011,25.41493,25.47083,30.75486,23.5559,21.7875
06/27/2011,24.22292,24.02743,29.97951,24.43438,22.84028
06/28/2011,24.67396,24.34132,30.01285,25.24167,24.18681
06/29/2011,23.92222,23.55556,29.3566,21.64792,20.37153
06/30/2011,23.3934,22.57708,29.08785,24.38507,21.80556
07/01/2011,23.97813,23.01215,30.48438,26.51424,23.53507
07/02/2011,26.43021,26.01875,35.09236,25.88507,25.53299
07/03/2011,27.69861,26.95556,40.13507,29.85972,26.0934
07/04/2011,25.05799,24.08958,34.77222,28.46667,25.02882
07/05/2011,24.69549,24.07604,31.30868,28.60104,26.81667
07/06/2011,25.0434,24.31875,31.08889,28.04896,27.19132
07/07/2011,24.46424,23.86563,30.39132,26.40278,24.86042
07/08/2011,24.33507,23.64931,30.23368,28.44861,25.86875
07/09/2011,26.81424,26.60764,32.52326,27.53646,25.07604
07/10/2011,27.48785,27.44444,33.29444,28.45243,27.42674
07/11/2011,25.07778,24.2191,32.00104,30.52535,29.4559
07/12/2011,24.91146,23.91146,31.99063,31.26597,28.21493
07/13/2011,24.59028,23.90243,31.18056,27.72535,24.08924
07/14/2011,24.34132,23.75139,30.64306,27.04757,24.28681
07/15/2011,24.50938,23.60938,30.79479,27.53715,25.41424
07/16/2011,27.15903,26.47326,32.61389,29.71111,27.8059
07/17/2011,28.01215,27.05243,32.94583,33.32778,30.54896
07/18/2011,25.20625,24.03681,31.31042,32.44444,29.89618
07/19/2011,25.03611,24.16563,30.26493,30.23403,28.59375
07/20/2011,25.14688,24.17431,30.36979,33.08819,30.775
07/21/2011,25.3816,24.31111,30.84236,34.96424,33.17083
07/22/2011,25.10347,24.38993,30.66528,32.43194,29.57153
07/23/2011,27.76806,27.55799,32.86944,31.20278,28.49688
07/24/2011,28.06146,27.71701,32.9875,28.87292,27.04896
07/25/2011,25.1625,24.18611,31.78194,26.56111,26.21354
07/26/2011,24.5816,23.78507,31.58333,27.37674,24.44097
07/27/2011,24.37222,23.69514,31.21597,27.99167,24.46424
07/28/2011,24.58889,24.46875,31.40417,24.8566,24.95313
07/29/2011,24.76458,23.73715,31.52951,26.92049,26.99514
07/30/2011,27.19896,26.19583,34.00833,30.72639,27.07847
07/31/2011,27.73681,26.79063,34.70243,30.01875,28.20556
08/01/2011,25.1816,23.61042,32.76597,31.50208,28.76701
08/02/2011,24.68542,23.60174,32.47604,31.53264,26.94826
08/03/2011,24.24132,24.40208,32.52431,23.17604,23.1566
08/04/2011,24.05382,23.41944,30.87535,27.22708,24.14618
08/05/2011,24.57847,23.73681,31.35521,27.65486,25.78229
08/06/2011,27.16771,26.82917,33.60799,27.86528,26.4
08/07/2011,27.79618,27.52674,34.49306,27.47882,26.38611
08/08/2011,25.24236,24.35556,31.22778,28.41632,25.14306
08/09/2011,25.10069,25.07257,31.26424,24.1566,23.97674
08/10/2011,24.91215,24.34826,31.80556,24.42813,22.7434
08/11/2011,24.39236,23.64479,30.68993,24.37153,21.62257
08/12/2011,24.47604,23.60243,31.5691,27.93681,24.17882
08/13/2011,26.87604,26.26285,33.65347,26.34236,25.45451
08/14/2011,26.97847,27.07014,34.2875,23.69375,22.66528
08/15/2011,24.96007,24.43542,31.60139,26.32153,23.16389
08/16/2011,24.56111,23.79826,30.48646,28.03889,24.25556
08/17/2011,24.86458,24.02118,32.00069,28.98264,25.64861
08/18/2011,24.70174,23.66597,32.00764,29.87569,26.43646
08/19/2011,24.72882,23.825,32.74514,30.38299,25.92292
08/20/2011,27.32813,27.09549,35.45868,28.30382,25.98299
08/21/2011,26.90208,26.98819,35.38785,22.54549,21.47778
08/22/2011,24.38958,23.86528,31.6625,23.46146,19.41736
08/23/2011,24.24653,23.73924,30.02743,26.43958,22.23125
08/24/2011,24.77083,24.32674,32.64583,23.77535,24.16806
08/25/2011,24.4184,24.03333,32.50035,26.65347,23.5184
08/26/2011,24.43368,23.73299,33.16493,23.86875,23.15625
08/27/2011,26.34375,25.4125,38.54444,27.0816,23.58507
08/28/2011,26.30035,25.83715,39.0625,23.34965,21.42813
08/29/2011,24.36285,23.57569,33.36493,25.14063,21.65556
08/30/2011,24.61597,23.67431,29.88576,27.3559,23.51111
08/31/2011,24.41563,24.01979,30.20903,24.15833,23.73333
09/01/2011,24.48681,23.9875,30.27118,24.01736,23.38229
09/02/2011,24.21944,23.72708,31.82569,26.48229,24.42014
09/03/2011,27.22014,26.47361,39.76563,29.83056,26.36215
09/04/2011,27.19861,27.07431,40.27118,25.40729,24.47188
09/05/2011,24.70382,25.03785,38.42604,20.18958,17.29132
09/06/2011,23.38958,23.36563,31.93438,18.63125,16.07813
09/07/2011,23.37743,24.00799,30.15208,18.61563,17.67326
09/08/2011,23.85521,24.45417,31.41736,20.07674,19.62014
09/09/2011,24.19931,23.53924,29.92604,25.71493,21.46944
09/10/2011,26.11493,25.31389,30.92535,25.39896,21.64063
09/11/2011,26.43542,25.98056,31.4,24.54896,21.20278
09/12/2011,24.90347,24.60035,30.51493,27.54132,23.12083
09/13/2011,24.55278,24.42847,30.36042,25.53785,21.84861
09/14/2011,23.63542,23.46875,31.9434,22.89722,17.12778
09/15/2011,23.30069,23.08194,31.89271,18.89201,13.07917
09/16/2011,22.73889,22.57188,28.43229,17.87569,12.5434
09/17/2011,22.60868,22.84479,28.28125,14.34757,13.75451
09/18/2011,23.54757,23.4809,28.81979,17.46111,15.17361
09/19/2011,23.01632,23.41563,29.27674,16.33924,16.35347
09/20/2011,23.70486,23.07778,28.72674,22.67778,18.06458
09/21/2011,23.76979,23.82847,28.99549,19.27014,18.67222
09/22/2011,24.06181,23.66146,29.02083,24.09375,20.33854
09/23/2011,23.60868,23.9559,28.98368,17.90278,17.60486
09/24/2011,24.79271,24.72326,29.65174,20.30035,17.98368
09/25/2011,25.63299,25.18403,30.16111,22.43333,19.52986
09/26/2011,24.55278,24.02986,30.30521,24.07083,21.51493
09/27/2011,24.42396,24.31076,30.54514,22.19653,21.74826
09/28/2011,24.09549,23.92882,31.59167,23.02535,19.69792
09/29/2011,23.84479,23.89583,30.23542,18.40764,18.04479
09/30/2011,23.05556,23.72743,28.77361,17.2875,15.19306
10/01/2011,21.40313,21.19861,26.24306,14.55208,9.66181
10/02/2011,18.39618,19.08646,24.21771,9.6875,7.45208
10/03/2011,19.9691,20.46597,25.85625,12.8316,12.13681
10/04/2011,22.58472,22.07118,29.33299,18.97431,15.20069
10/05/2011,22.83194,22.1191,31.75521,18.97188,15.07778
10/06/2011,22.11806,21.41354,28.97882,18.16493,14.00104
10/07/2011,22.85868,22.16424,28.00903,20.79375,16.45104
10/08/2011,24.70139,24.26944,29.59861,22.86493,18.47674
10/09/2011,25.8191,25.21111,30.57465,25.20174,19.98194
10/10/2011,24.8625,24.25417,30.21563,25.08993,20.01944
10/11/2011,24.09167,24.03229,29.26771,22.44965,18.99236
10/12/2011,23.49132,24.08299,29.08438,17.53056,17.49167
10/13/2011,22.95139,23.35694,29.07847,16.53264,17.06667
10/14/2011,23.13576,23.6059,30.16736,16.6059,16.87535
10/15/2011,19.08958,20.02847,32.32604,10.30972,11.42917
10/16/2011,17.23958,18.00764,30.35764,10.71285,11.65069
10/17/2011,20.37257,21.22153,30.4059,11.92743,11.00313
10/18/2011,21.93993,22.80451,27.74618,14.05938,12.49896
10/19/2011,22.25035,22.93854,28.99653,11.17049,10.9375
10/20/2011,21.71597,22.60347,30.05382,10.24965,11.51667
10/21/2011,20.48542,21.42743,28.34861,9.72153,10.2309
10/22/2011,17.94167,18.76771,25.05035,8.65,10.06042
10/23/2011,19.69477,19.84913,25.58537,11.3191,9.69653
10/24/2011,21.00104,21.30243,26.69201,11.90035,11.84757
10/25/2011,21.15278,21.73125,27.18715,10.65451,9.45486
10/26/2011,21.86701,23.09896,28.73299,6.83889,7.49514
10/27/2011,21.57813,23.06736,28.90104,5.075,5.57361
10/28/2011,21.21944,22.18438,27.89097,6.2941,7.06424
10/29/2011,19.67813,20.2,25.72465,8.74757,8.37361
10/30/2011,19.22604,19.49479,24.88264,8.65347,7.23507
10/31/2011,20.91354,21.45938,27.10729,9.17396,9.33056
11/01/2011,21.74479,22.41493,28.13194,12.05694,10.36736
11/02/2011,22.55,22.95417,28.57257,14.08958,12.24236
11/03/2011,21.82951,22.80833,29.41181,11.82813,10.69549
11/04/2011,22.11007,22.43854,28.86285,9.44514,6.125
11/05/2011,20.597,20.98167,28.04867,7.145,5.69433
11/06/2011,20.4434,20.66319,27.66285,11.25382,8.24931
11/07/2011,22.03056,22.54688,28.32396,16.07188,13.82917
11/08/2011,22.31042,22.93021,28.77604,12.50833,12.83021
11/09/2011,21.80104,22.39896,28.30521,12.83507,13.00174
11/10/2011,21.21319,22.14514,27.83264,7.79375,8.81146
11/11/2011,20.85521,22.1691,27.6066,5.93403,5.52153
11/12/2011,20.20035,20.66007,26.61632,10.94618,9.1191
11/13/2011,19.39132,20.20521,26.26285,12.65938,12.98507
11/14/2011,21.65521,22.375,27.89271,13.47882,13.425
11/15/2011,22.8375,23.51528,28.68681,12.2184,10.85139
11/16/2011,21.28576,22.28125,28.49201,9.65625,10.0625
11/17/2011,20.48299,21.25243,27.32361,4.72604,4.37049
11/18/2011,20.85451,22.17639,27.45972,5.2434,4.86424
11/19/2011,19.49271,20.15556,26.17049,10.42361,9.39306
11/20/2011,19.36146,20.03576,26.06771,12.16354,9.69653
11/21/2011,21.07396,21.71806,27.16354,4.45243,2.94306
11/22/2011,20.58854,21.775,26.72118,0.64097,1.48125
11/23/2011,21.74375,22.66458,28.43229,6.87188,4.62847
11/24/2011,20.75417,22.14514,29.75208,5.12431,6.33021
11/25/2011,21.45278,22.18368,28.83264,10.71389,10.83507
11/26/2011,19.84688,20.85868,26.09271,11.67014,12.32882
11/27/2011,19.47847,20.46771,25.78194,11.55972,12.75
11/28/2011,21.13368,22.03924,27.08785,8.09306,7.09583
11/29/2011,20.73819,22.04201,27.175,7.64896,5.33125
11/30/2011,20.77986,22.13368,27.31076,4.38299,3.79826
12/01/2011,21.23924,22.24583,29.37257,5.40729,5.48958
12/02/2011,21.07049,22.53264,30.76319,3.59583,4.31875
12/03/2011,18.72847,19.71493,25.04931,3.65243,4.36736
12/04/2011,18.34514,19.325,24.65069,7.22431,8.62813
12/05/2011,20.91424,22.03264,27.26875,6.92847,7.43924
12/06/2011,20.82257,22.24965,27.26354,2.77431,2.88576
12/07/2011,21.17882,22.90104,27.27431,0.875,3.03056
12/08/2011,20.92708,22.19757,26.46979,3.90801,3.37083
12/09/2011,20.74132,22.50556,28.04618,1.07847,2.91979
12/10/2011,18.42049,19.48889,30.77049,-0.96597,-0.83576
12/11/2011,18.71007,19.57917,30.54688,1.71424,1.43889
12/12/2011,20.92188,21.77222,30.30833,5.40521,3.62813
12/13/2011,20.60486,21.88472,26.19271,4.62265,5.92257
12/14/2011,21.03056,22.4309,26.93125,4.54896,6.76319
12/15/2011,21.63646,23.17917,28.46424,9.87674,11.28299
12/16/2011,21.06701,22.54167,27.9566,4.96285,4.46701
12/17/2011,18.69375,19.78542,24.47535,-0.45799,-2.59271
12/18/2011,18.20903,19.60069,24.06007,-1.21354,0.57535
12/19/2011,20.74028,22.53854,26.43299,4.35174,5.39826
12/20/2011,20.50486,21.9809,27.14375,1.50799,0.66944
12/21/2011,21.14201,22.78785,27.73299,3.05035,4.30382
12/22/2011,20.83368,22.23403,26.2941,5.89965,6.00868
12/23/2011,20.6316,21.45243,27.60729,2.09201,-0.99931
12/24/2011,18.75729,19.46389,30.79097,-0.54167,-1.24306
12/25/2011,18.13993,19.29583,30.73264,2.18472,3.8309
12/26/2011,20.54097,21.65625,32.36979,3.00451,4.26944
12/27/2011,20.31528,21.77986,32.63889,1.41528,3.64583
12/28/2011,20.57153,21.84514,32.68611,-1.77292,-4.27396
12/29/2011,20.03854,21.53056,29.90938,-5.61806,-4.53333
12/30/2011,20.33611,21.92917,28.79097,-0.71806,0.30486
12/31/2011,19.0184,19.86319,31.53958,3.22917,3.77535
01/01/2012,18.99375,19.88924,31.44097,4.41979,5.21424
01/02/2012,20.2,21.37847,32.22708,0.23854,-0.67847
01/03/2012,20.2309,21.43403,28.30521,-7.45243,-10.71944
01/04/2012,20.00694,22.11771,26.23924,-2.88993,-1.97049
01/05/2012,20.19375,22.02882,26.87917,1.28438,2.53194
01/06/2012,20.25938,21.69792,27.72049,5.18611,5.92778
01/07/2012,19.03819,19.89583,26.43715,7.88785,5.60139
01/08/2012,19.1125,19.83611,26.00208,4.37882,0.99375
01/09/2012,20.33438,21.68889,27.07951,4.14271,3.66215
01/10/2012,20.73681,22.27049,28.42604,5.05833,5.36979
01/11/2012,21.59826,22.77014,27.62708,5.06285,4.61424
01/12/2012,20.80521,22.23194,27.61424,3.50486,4.65208
01/13/2012,20.20139,22.12813,28.01944,-0.07361,0.91181
01/14/2012,18.24931,19.82882,24.17431,-6.79618,-8.74861
01/15/2012,18.72986,20.12118,24.28854,-7.31146,-7.61111
01/16/2012,20.56493,22.10556,26.63403,0.28069,0.98958
01/17/2012,20.65972,22.20278,27.98854,4.85417,4.95694
01/18/2012,20.42153,21.80313,27.57014,-0.04479,-2.92787
01/19/2012,20.19306,22.18611,27.47778,-3.25556,-1.47986
01/20/2012,20.52014,22.56215,28.91632,-6.78854,-4.18924
01/21/2012,18.94236,19.73924,31.10451,-0.75,-3.87292
01/22/2012,18.47778,19.49931,30.98021,-0.92049,-0.32917
01/23/2012,20.63368,22.08438,29.60313,4.19549,5.18993
01/24/2012,20.52743,22.31215,26.88576,1.84722,3.22431
01/25/2012,20.40729,22.73438,27.21701,0.09063,1.43958
01/26/2012,20.68681,22.59236,27.22813,0.80868,2.03472
01/27/2012,21.08264,22.7625,27.42604,3.54028,3.27014
01/28/2012,18.2125,19.96632,24.80104,0.61458,2.51701
01/29/2012,18.21771,19.90139,24.45799,0.57257,0.71181
01/30/2012,20.75486,22.5309,27.24965,-0.65938,0.60938
01/31/2012,21.2059,22.32396,28.85417,7.80972,6.40313
02/01/2012,21.01458,22.41701,28.54201,7.61806,7.22708
02/02/2012,21.01146,22.85694,28.86771,3.30833,2.14514
02/03/2012,20.87049,22.6941,30.99722,2.9559,4.4191
02/04/2012,18.2691,19.48715,29.73125,2.54688,3.70486
02/05/2012,18.65451,19.56424,30.62014,6.36042,4.18507
02/06/2012,21.60903,22.65521,29.72535,7.93785,5.13368
02/07/2012,21.36285,22.74722,27.64236,4.40486,1.15
02/08/2012,21.4625,23.03264,27.7191,2.57292,0.47396
02/09/2012,21.31736,22.45868,27.70833,6.17743,2.87361
02/10/2012,20.55278,22.47188,27.48681,0.54931,2.1691
02/11/2012,18.25729,19.91181,25.46875,-2.60243,-8.1191
02/12/2012,18.24271,20.10625,25.12778,-2.68681,-2.89792
02/13/2012,21.10938,22.37396,27.55347,3.32396,0.77465
02/14/2012,20.46701,22.10451,27.51042,2.09549,3.44375
02/15/2012,20.62049,22.25972,27.65694,4.27674,5.08021
02/16/2012,20.60208,22.26042,30.32431,4.11944,5.35347
02/17/2012,20.60903,22.2375,33.60208,3.7059,4.15972
02/18/2012,18.05521,19.43576,31.67326,2.48889,2.63611
02/19/2012,18.71319,19.71701,31.41875,2.24479,-1.07222
02/20/2012,21.30069,22.1434,33.27535,3.84236,0.32674
02/21/2012,20.90243,22.77535,29.92674,2.42257,3.43785
02/22/2012,21.10625,22.69826,27.60694,6.71389,5.95104
02/23/2012,21.45208,22.73611,28.39549,6.98438,5.17986
02/24/2012,20.72535,22.40868,27.95451,2.32222,3.36424
02/25/2012,17.78056,19.38229,25.46806,1.40243,-0.15486
02/26/2012,17.62569,19.15799,24.96771,1.50139,0.08125
02/27/2012,20.20035,21.62083,27.53715,4.80729,3.77431
02/28/2012,20.80556,22.25694,27.01597,3.75521,3.00035
02/29/2012,20.77674,22.27222,27.24444,1.31007,2.29444
03/01/2012,21.09931,22.58507,27.58785,4.33819,4.74792
03/02/2012,21.26389,22.69063,27.27465,5.46875,6.29201
03/03/2012,18.07639,19.96875,24.40556,4.65139,5.31285
03/04/2012,17.83368,19.38715,23.7059,1.26458,-2.86285
03/05/2012,20.67128,21.94844,26.47612,-1.72803,-5.67847
03/06/2012,20.98368,22.51181,27.57014,0.99618,1.84896
03/07/2012,21.94375,22.77778,28.99896,13.26285,11.16285
03/08/2012,21.32569,22.62778,29.39271,11.54271,10.0059
03/09/2012,20.56285,21.93368,29.6375,2.27708,0.82431
03/10/2012,17.63877,18.84239,29.60145,0.47645,-0.35971
03/11/2012,19.4816,19.76354,30.18472,13.21701,9.79688
03/12/2012,20.87813,21.80347,29.7059,11.11007,10.49549
03/13/2012,22.60874,23.08916,29.9035,15.9216,13.69201
03/14/2012,23.34167,23.5191,34.45799,16.54181,11.4316
03/15/2012,22.88715,23.08438,34.1684,15.18125,12.29549
03/16/2012,23.9066,24.07813,33.71597,18.3309,14.42326
03/17/2012,22.83715,23.48438,27.69896,11.04306,11.77222
03/18/2012,22.08576,22.57882,26.56493,16.24757,13.81493
03/19/2012,24.01493,24.18264,28.36354,20.875,17.11736
03/20/2012,25.04965,25.05764,29.91424,20.73958,17.02951
03/21/2012,25.58056,25.23056,31.30764,22.66806,18.19618
03/22/2012,26.1125,26.03403,31.44201,25.35575,19.3184
03/23/2012,24.74028,25.02569,30.40208,17.66076,16.48056
03/24/2012,21.66354,22.26632,27.88854,11.93194,12.12917
03/25/2012,21.66042,21.74306,27.01215,16.41354,12.86215
03/26/2012,21.22083,21.7066,26.675,12.6375,2.26944
03/27/2012,21.27674,22.19097,27.84653,6.96354,3.45556
03/28/2012,21.19063,21.98819,30.63194,15.91597,11.13993
03/29/2012,20.72639,22.17917,31.87778,8.14306,4.76007
03/30/2012,20.37847,21.92847,29.51181,5.18403,3.83056
03/31/2012,19.94167,20.62222,27.34965,7.42396,6.36632
04/01/2012,18.77708,19.98472,26.85208,6.41354,7.20208
04/02/2012,21.41007,21.82396,27.95833,14.03125,7.65243
04/03/2012,21.52604,22.29444,30.19861,11.36563,9.5816
04/04/2012,22.14132,22.37326,30.91354,15.02222,9.29826
04/05/2012,21.93958,22.2934,30.20174,10.16528,5.94983
04/06/2012,21.34236,21.64201,34.17569,12.81667,7.17326
04/07/2012,21.55938,21.77361,34.16875,15.67639,9.86979
04/08/2012,20.84479,21.38542,34.08194,14.09236,10.11458
04/09/2012,21.05938,21.52708,33.82778,12.9559,8.46146
04/10/2012,20.22465,21.55417,30.26146,9.23194,7.07708
04/11/2012,21.14583,22.15799,27.13299,11.59757,7.46042
04/12/2012,21.82688,22.87921,29.45054,14.60799,8.86794
04/13/2012,22.45382,22.74236,32.19132,16.24583,10.64896
04/14/2012,21.33333,21.82986,34.48715,13.89618,13.03299
04/15/2012,20.96007,21.4434,34.08681,16.87465,16.26979
04/16/2012,22.92535,22.88924,32.58229,20.16319,19.36632
04/17/2012,23.22708,23.56389,30.52014,14.37361,9.89653
04/18/2012,22.19063,22.65208,28.10382,11.04479,7.84271
04/19/2012,22.22986,22.3125,28.14514,18.8191,14.04479
04/20/2012,23.30972,23.81111,29.87361,19.28958,15
04/21/2012,20.28889,21.29861,28.07535,12.21597,7.13819
04/22/2012,19.25868,19.80417,26.32986,10.1625,8.59479
04/23/2012,19.83854,20.68715,27.52083,10.93576,5.37813
04/24/2012,20.78299,21.97917,28.96354,8.72431,5.62674
04/25/2012,21.80729,22.34792,28.25278,14.81701,9.75625
04/26/2012,21.49306,22.52222,28.56111,12.38299,9.6691
04/27/2012,20.92639,21.64861,28.46632,10.05451,6.05799
04/28/2012,20.00278,20.51944,32.51111,11.75764,7.84444
04/29/2012,20.35451,20.58299,32.44063,14.57639,9.14132
04/30/2012,20.76493,21.5309,29.21701,8.16111,8.4559
05/01/2012,21.3059,22.17396,26.45347,13.44375,11.90521
05/02/2012,21.67813,21.97951,28.28715,15.55799,13.93681
05/03/2012,22.64444,22.61458,30.03576,18.47465,17.45451
05/04/2012,24.96319,25.30139,30.14792,24.73125,19.10486
05/05/2012,24.77292,25.20382,29.32257,18.6375,15.30556
05/06/2012,24.3625,24.81319,28.80799,19.39896,15.94688
05/07/2012,23.09132,23.34028,29.48924,17.40833,16.51146
