"READING_DATE","Forge Hallway - Temperature","Forge Room - Temperature","IT Closet-Temperature","Temp South Wall","Temperature North Wall"
"-1","24.57847","23.73681","31.35521","27.65486","25.78229"
"-1","27.16771","26.82917","33.60799","27.86528","26.4"
"-1","27.79618","27.52674","34.49306","27.47882","26.38611"
"-1","25.24236","24.35556","31.22778","28.41632","25.14306"
"-1","25.10069","25.07257","31.26424","24.1566","23.97674"
"-1","24.91215","24.34826","31.80556","24.42813","22.7434"
"-1","24.39236","23.64479","30.68993","24.37153","21.62257"
"-1","24.47604","23.60243","31.5691","27.93681","24.17882"
"-1","26.87604","26.26285","33.65347","26.34236","25.45451"
"-1","26.97847","27.07014","34.2875","23.69375","22.66528"
"-1","24.96007","24.43542","31.60139","26.32153","23.16389"
"-1","24.56111","23.79826","30.48646","28.03889","24.25556"
"-1","24.86458","24.02118","32.00069","28.98264","25.64861"
"-1","24.70174","23.66597","32.00764","29.87569","26.43646"
"-1","24.72882","23.825","32.74514","30.38299","25.92292"
"-1","27.32813","27.09549","35.45868","28.30382","25.98299"
"-1","26.90208","26.98819","35.38785","22.54549","21.47778"
"-1","24.38958","23.86528","31.6625","23.46146","19.41736"
"-1","24.24653","23.73924","30.02743","26.43958","22.23125"
"-1","24.77083","24.32674","32.64583","23.77535","24.16806"
"-1","24.4184","24.03333","32.50035","26.65347","23.5184"
"-1","24.43368","23.73299","33.16493","23.86875","23.15625"
"-1","26.34375","25.4125","38.54444","27.0816","23.58507"
"-1","26.30035","25.83715","39.0625","23.34965","21.42813"
"-1","24.36285","23.57569","33.36493","25.14063","21.65556"
"-1","24.61597","23.67431","29.88576","27.3559","23.51111"
"-1","24.41563","24.01979","30.20903","24.15833","23.73333"
"-1","24.48681","23.9875","30.27118","24.01736","23.38229"
"-1","24.21944","23.72708","31.82569","26.48229","24.42014"
"-1","27.22014","26.47361","39.76563","29.83056","26.36215"
"-1","27.19861","27.07431","40.27118","25.40729","24.47188"
"-1","24.70382","25.03785","38.42604","20.18958","17.29132"
"-1","23.38958","23.36563","31.93438","18.63125","16.07813"
"-1","23.37743","24.00799","30.15208","18.61563","17.67326"
"-1","23.85521","24.45417","31.41736","20.07674","19.62014"
"-1","24.19931","23.53924","29.92604","25.71493","21.46944"
"-1","26.11493","25.31389","30.92535","25.39896","21.64063"
"-1","26.43542","25.98056","31.4","24.54896","21.20278"
"-1","24.90347","24.60035","30.51493","27.54132","23.12083"
"-1","24.55278","24.42847","30.36042","25.53785","21.84861"
"-1","23.63542","23.46875","31.9434","22.89722","17.12778"
"-1","23.30069","23.08194","31.89271","18.89201","13.07917"
"-1","22.73889","22.57188","28.43229","17.87569","12.5434"
"-1","22.60868","22.84479","28.28125","14.34757","13.75451"
"-1","23.54757","23.4809","28.81979","17.46111","15.17361"
"-1","23.01632","23.41563","29.27674","16.33924","16.35347"
"-1","23.70486","23.07778","28.72674","22.67778","18.06458"
"-1","23.76979","23.82847","28.99549","19.27014","18.67222"
"-1","24.06181","23.66146","29.02083","24.09375","20.33854"
"-1","23.60868","23.9559","28.98368","17.90278","17.60486"
"-1","24.79271","24.72326","29.65174","20.30035","17.98368"
"-1","25.63299","25.18403","30.16111","22.43333","19.52986"
"-1","24.55278","24.02986","30.30521","24.07083","21.51493"
"-1","24.42396","24.31076","30.54514","22.19653","21.74826"
"-1","24.09549","23.92882","31.59167","23.02535","19.69792"
"-1","23.84479","23.89583","30.23542","18.40764","18.04479"
"-1","23.05556","23.72743","28.77361","17.2875","15.19306"
"-1","21.40313","21.19861","26.24306","14.55208","9.66181"
"-1","18.39618","19.08646","24.21771","9.6875","7.45208"
"-1","19.9691","20.46597","25.85625","12.8316","12.13681"
"-1","22.58472","22.07118","29.33299","18.97431","15.20069"
"-1","22.83194","22.1191","31.75521","18.97188","15.07778"
"-1","22.11806","21.41354","28.97882","18.16493","14.00104"
"-1","22.85868","22.16424","28.00903","20.79375","16.45104"
"-1","24.70139","24.26944","29.59861","22.86493","18.47674"
"-1","25.8191","25.21111","30.57465","25.20174","19.98194"
"-1","24.8625","24.25417","30.21563","25.08993","20.01944"
"-1","24.09167","24.03229","29.26771","22.44965","18.99236"
"-1","23.49132","24.08299","29.08438","17.53056","17.49167"
"-1","22.95139","23.35694","29.07847","16.53264","17.06667"
"-1","23.13576","23.6059","30.16736","16.6059","16.87535"
"-1","19.08958","20.02847","32.32604","10.30972","11.42917"
"-1","17.23958","18.00764","30.35764","10.71285","11.65069"
"-1","20.37257","21.22153","30.4059","11.92743","11.00313"
"-1","21.93993","22.80451","27.74618","14.05938","12.49896"
"-1","22.25035","22.93854","28.99653","11.17049","10.9375"
"-1","21.71597","22.60347","30.05382","10.24965","11.51667"
"-1","20.48542","21.42743","28.34861","9.72153","10.2309"
"-1","17.94167","18.76771","25.05035","8.65","10.06042"
"-1","19.69477","19.84913","25.58537","11.3191","9.69653"
"-1","21.00104","21.30243","26.69201","11.90035","11.84757"
"-1","21.15278","21.73125","27.18715","10.65451","9.45486"
"-1","21.86701","23.09896","28.73299","6.83889","7.49514"
"-1","21.57813","23.06736","28.90104","5.075","5.57361"
"-1","21.21944","22.18438","27.89097","6.2941","7.06424"
"-1","19.67813","20.2","25.72465","8.74757","8.37361"
"-1","19.22604","19.49479","24.88264","8.65347","7.23507"
"-1","20.91354","21.45938","27.10729","9.17396","9.33056"
"-1","21.74479","22.41493","28.13194","12.05694","10.36736"
"-1","22.55","22.95417","28.57257","14.08958","12.24236"
"-1","21.82951","22.80833","29.41181","11.82813","10.69549"
"-1","22.11007","22.43854","28.86285","9.44514","6.125"
"-1","20.597","20.98167","28.04867","7.145","5.69433"
"-1","20.4434","20.66319","27.66285","11.25382","8.24931"
"-1","22.03056","22.54688","28.32396","16.07188","13.82917"
"-1","22.31042","22.93021","28.77604","12.50833","12.83021"
"-1","21.80104","22.39896","28.30521","12.83507","13.00174"
"-1","21.21319","22.14514","27.83264","7.79375","8.81146"
"-1","20.85521","22.1691","27.6066","5.93403","5.52153"
"-1","20.20035","20.66007","26.61632","10.94618","9.1191"
"-1","19.39132","20.20521","26.26285","12.65938","12.98507"
"-1","21.65521","22.375","27.89271","13.47882","13.425"
"-1","22.8375","23.51528","28.68681","12.2184","10.85139"
"-1","21.28576","22.28125","28.49201","9.65625","10.0625"
"-1","20.48299","21.25243","27.32361","4.72604","4.37049"
"-1","20.85451","22.17639","27.45972","5.2434","4.86424"
"-1","19.49271","20.15556","26.17049","10.42361","9.39306"
"-1","19.36146","20.03576","26.06771","12.16354","9.69653"
"-1","21.07396","21.71806","27.16354","4.45243","2.94306"
"-1","20.58854","21.775","26.72118","0.64097","1.48125"
"-1","21.74375","22.66458","28.43229","6.87188","4.62847"
"-1","20.75417","22.14514","29.75208","5.12431","6.33021"
"-1","21.45278","22.18368","28.83264","10.71389","10.83507"
"-1","19.84688","20.85868","26.09271","11.67014","12.32882"
"-1","19.47847","20.46771","25.78194","11.55972","12.75"
"-1","21.13368","22.03924","27.08785","8.09306","7.09583"
"-1","20.73819","22.04201","27.175","7.64896","5.33125"
"-1","20.77986","22.13368","27.31076","4.38299","3.79826"
"-1","21.23924","22.24583","29.37257","5.40729","5.48958"
"-1","21.07049","22.53264","30.76319","3.59583","4.31875"
"-1","18.72847","19.71493","25.04931","3.65243","4.36736"
"-1","18.34514","19.325","24.65069","7.22431","8.62813"
"-1","20.91424","22.03264","27.26875","6.92847","7.43924"
"-1","20.82257","22.24965","27.26354","2.77431","2.88576"
"-1","21.17882","22.90104","27.27431","0.875","3.03056"
"-1","20.92708","22.19757","26.46979","3.90801","3.37083"
"-1","20.74132","22.50556","28.04618","1.07847","2.91979"
"-1","18.42049","19.48889","30.77049","-0.96597","-0.83576"
"-1","18.71007","19.57917","30.54688","1.71424","1.43889"
"-1","20.92188","21.77222","30.30833","5.40521","3.62813"
"-1","20.60486","21.88472","26.19271","4.62265","5.92257"
"-1","21.03056","22.4309","26.93125","4.54896","6.76319"
"-1","21.63646","23.17917","28.46424","9.87674","11.28299"
"-1","21.06701","22.54167","27.9566","4.96285","4.46701"
"-1","18.69375","19.78542","24.47535","-0.45799","-2.59271"
"-1","18.20903","19.60069","24.06007","-1.21354","0.57535"
"-1","20.74028","22.53854","26.43299","4.35174","5.39826"
"-1","20.50486","21.9809","27.14375","1.50799","0.66944"
"-1","21.14201","22.78785","27.73299","3.05035","4.30382"
"-1","20.83368","22.23403","26.2941","5.89965","6.00868"
"-1","20.6316","21.45243","27.60729","2.09201","-0.99931"
"-1","18.75729","19.46389","30.79097","-0.54167","-1.24306"
"-1","18.13993","19.29583","30.73264","2.18472","3.8309"
"-1","20.54097","21.65625","32.36979","3.00451","4.26944"
"-1","20.31528","21.77986","32.63889","1.41528","3.64583"
"-1","20.57153","21.84514","32.68611","-1.77292","-4.27396"
"-1","20.03854","21.53056","29.90938","-5.61806","-4.53333"
"-1","20.33611","21.92917","28.79097","-0.71806","0.30486"
"-1","19.0184","19.86319","31.53958","3.22917","3.77535"
"-1","18.99375","19.88924","31.44097","4.41979","5.21424"
"-1","20.2","21.37847","32.22708","0.23854","-0.67847"
"-1","20.2309","21.43403","28.30521","-7.45243","-10.71944"
"-1","20.00694","22.11771","26.23924","-2.88993","-1.97049"
"-1","20.19375","22.02882","26.87917","1.28438","2.53194"
"-1","20.25938","21.69792","27.72049","5.18611","5.92778"
"-1","19.03819","19.89583","26.43715","7.88785","5.60139"
"-1","19.1125","19.83611","26.00208","4.37882","0.99375"
"-1","20.33438","21.68889","27.07951","4.14271","3.66215"
"-1","20.73681","22.27049","28.42604","5.05833","5.36979"
"-1","21.59826","22.77014","27.62708","5.06285","4.61424"
"-1","20.80521","22.23194","27.61424","3.50486","4.65208"
"-1","20.20139","22.12813","28.01944","-0.07361","0.91181"
"-1","18.24931","19.82882","24.17431","-6.79618","-8.74861"
"-1","18.72986","20.12118","24.28854","-7.31146","-7.61111"
"-1","20.56493","22.10556","26.63403","0.28069","0.98958"
"-1","20.65972","22.20278","27.98854","4.85417","4.95694"
"-1","20.42153","21.80313","27.57014","-0.04479","-2.92787"
"-1","20.19306","22.18611","27.47778","-3.25556","-1.47986"
"-1","20.52014","22.56215","28.91632","-6.78854","-4.18924"
"-1","18.94236","19.73924","31.10451","-0.75","-3.87292"
"-1","18.47778","19.49931","30.98021","-0.92049","-0.32917"
"-1","20.63368","22.08438","29.60313","4.19549","5.18993"
"-1","20.52743","22.31215","26.88576","1.84722","3.22431"
"-1","20.40729","22.73438","27.21701","0.09063","1.43958"
"-1","20.68681","22.59236","27.22813","0.80868","2.03472"
"-1","21.08264","22.7625","27.42604","3.54028","3.27014"
"-1","18.2125","19.96632","24.80104","0.61458","2.51701"
"-1","18.21771","19.90139","24.45799","0.57257","0.71181"
"-1","20.75486","22.5309","27.24965","-0.65938","0.60938"
"-1","21.2059","22.32396","28.85417","7.80972","6.40313"
"-1","21.01458","22.41701","28.54201","7.61806","7.22708"
"-1","21.01146","22.85694","28.86771","3.30833","2.14514"
"-1","20.87049","22.6941","30.99722","2.9559","4.4191"
"-1","18.2691","19.48715","29.73125","2.54688","3.70486"
"-1","18.65451","19.56424","30.62014","6.36042","4.18507"
"-1","21.60903","22.65521","29.72535","7.93785","5.13368"
"-1","21.36285","22.74722","27.64236","4.40486","1.15"
"-1","21.4625","23.03264","27.7191","2.57292","0.47396"
"-1","21.31736","22.45868","27.70833","6.17743","2.87361"
"-1","20.55278","22.47188","27.48681","0.54931","2.1691"
"-1","18.25729","19.91181","25.46875","-2.60243","-8.1191"
"-1","18.24271","20.10625","25.12778","-2.68681","-2.89792"
"-1","21.10938","22.37396","27.55347","3.32396","0.77465"
"-1","20.46701","22.10451","27.51042","2.09549","3.44375"
"-1","20.62049","22.25972","27.65694","4.27674","5.08021"
"-1","20.60208","22.26042","30.32431","4.11944","5.35347"
"-1","20.60903","22.2375","33.60208","3.7059","4.15972"
"-1","18.05521","19.43576","31.67326","2.48889","2.63611"
"-1","18.71319","19.71701","31.41875","2.24479","-1.07222"
"-1","21.30069","22.1434","33.27535","3.84236","0.32674"
"-1","20.90243","22.77535","29.92674","2.42257","3.43785"
"-1","21.10625","22.69826","27.60694","6.71389","5.95104"
"-1","21.45208","22.73611","28.39549","6.98438","5.17986"
"-1","20.72535","22.40868","27.95451","2.32222","3.36424"
"-1","17.78056","19.38229","25.46806","1.40243","-0.15486"
"-1","17.62569","19.15799","24.96771","1.50139","0.08125"
"-1","20.20035","21.62083","27.53715","4.80729","3.77431"
"-1","20.80556","22.25694","27.01597","3.75521","3.00035"
"-1","20.77674","22.27222","27.24444","1.31007","2.29444"
"-1","21.09931","22.58507","27.58785","4.33819","4.74792"
"-1","21.26389","22.69063","27.27465","5.46875","6.29201"
"-1","18.07639","19.96875","24.40556","4.65139","5.31285"
"-1","17.83368","19.38715","23.7059","1.26458","-2.86285"
"-1","20.67128","21.94844","26.47612","-1.72803","-5.67847"
"-1","20.98368","22.51181","27.57014","0.99618","1.84896"
"-1","21.94375","22.77778","28.99896","13.26285","11.16285"
"-1","21.32569","22.62778","29.39271","11.54271","10.0059"
"-1","20.56285","21.93368","29.6375","2.27708","0.82431"
"-1","17.63877","18.84239","29.60145","0.47645","-0.35971"
"-1","19.4816","19.76354","30.18472","13.21701","9.79688"
"-1","20.87813","21.80347","29.7059","11.11007","10.49549"
"-1","22.60874","23.08916","29.9035","15.9216","13.69201"
"-1","23.34167","23.5191","34.45799","16.54181","11.4316"
"-1","22.88715","23.08438","34.1684","15.18125","12.29549"
"-1","23.9066","24.07813","33.71597","18.3309","14.42326"
"-1","22.83715","23.48438","27.69896","11.04306","11.77222"
"-1","22.08576","22.57882","26.56493","16.24757","13.81493"
"-1","24.01493","24.18264","28.36354","20.875","17.11736"
"-1","25.04965","25.05764","29.91424","20.73958","17.02951"
"-1","25.58056","25.23056","31.30764","22.66806","18.19618"
"-1","26.1125","26.03403","31.44201","25.35575","19.3184"
"-1","24.74028","25.02569","30.40208","17.66076","16.48056"
"-1","21.66354","22.26632","27.88854","11.93194","12.12917"
"-1","21.66042","21.74306","27.01215","16.41354","12.86215"
"-1","21.22083","21.7066","26.675","12.6375","2.26944"
"-1","21.27674","22.19097","27.84653","6.96354","3.45556"
"-1","21.19063","21.98819","30.63194","15.91597","11.13993"
"-1","20.72639","22.17917","31.87778","8.14306","4.76007"
"-1","20.37847","21.92847","29.51181","5.18403","3.83056"
"-1","19.94167","20.62222","27.34965","7.42396","6.36632"
"-1","18.77708","19.98472","26.85208","6.41354","7.20208"
"-1","21.41007","21.82396","27.95833","14.03125","7.65243"
"-1","21.52604","22.29444","30.19861","11.36563","9.5816"
"-1","22.14132","22.37326","30.91354","15.02222","9.29826"
"-1","21.93958","22.2934","30.20174","10.16528","5.94983"
"-1","21.34236","21.64201","34.17569","12.81667","7.17326"
"-1","21.55938","21.77361","34.16875","15.67639","9.86979"
"-1","20.84479","21.38542","34.08194","14.09236","10.11458"
"-1","21.05938","21.52708","33.82778","12.9559","8.46146"
"-1","20.22465","21.55417","30.26146","9.23194","7.07708"
"-1","21.14583","22.15799","27.13299","11.59757","7.46042"
"-1","21.82688","22.87921","29.45054","14.60799","8.86794"
"-1","22.45382","22.74236","32.19132","16.24583","10.64896"
"-1","21.33333","21.82986","34.48715","13.89618","13.03299"
"-1","20.96007","21.4434","34.08681","16.87465","16.26979"
"-1","22.92535","22.88924","32.58229","20.16319","19.36632"
"-1","23.22708","23.56389","30.52014","14.37361","9.89653"
"-1","22.19063","22.65208","28.10382","11.04479","7.84271"
"-1","22.22986","22.3125","28.14514","18.8191","14.04479"
"-1","23.30972","23.81111","29.87361","19.28958","15"
"-1","20.28889","21.29861","28.07535","12.21597","7.13819"
"-1","19.25868","19.80417","26.32986","10.1625","8.59479"
"-1","19.83854","20.68715","27.52083","10.93576","5.37813"
"-1","20.78299","21.97917","28.96354","8.72431","5.62674"
"-1","21.80729","22.34792","28.25278","14.81701","9.75625"
"-1","21.49306","22.52222","28.56111","12.38299","9.6691"
"-1","20.92639","21.64861","28.46632","10.05451","6.05799"
"-1","20.00278","20.51944","32.51111","11.75764","7.84444"
"-1","20.35451","20.58299","32.44063","14.57639","9.14132"
"-1","20.76493","21.5309","29.21701","8.16111","8.4559"
"-1","21.3059","22.17396","26.45347","13.44375","11.90521"
"-1","21.67813","21.97951","28.28715","15.55799","13.93681"
"-1","22.64444","22.61458","30.03576","18.47465","17.45451"
"-1","24.96319","25.30139","30.14792","24.73125","19.10486"
"-1","24.77292","25.20382","29.32257","18.6375","15.30556"
"-1","24.3625","24.81319","28.80799","19.39896","15.94688"
"-1","23.09132","23.34028","29.48924","17.40833","16.51146"
"-1","23.10486","23.41632","30.33368","18.75938","16.3059"
"-1","22.52813","22.98229","28.77431","19.98576","14.63299"
"-1","23.14479","23.54583","29.03333","17.47813","12.99549"
"-1","23.13728","22.99861","30.02718","21.21701","16.52743"
"-1","24.76389","24.91389","31.5375","23.94306","20.35"
"-1","25.58542","25.62188","32.15486","21.4309","18.87361"
"-1","24.59028","23.91215","31.59792","23.69236","19.42743"
"-1","24.52396","24.23056","30.58507","25.00556","21.16076"
"-1","24.02188","24.19444","31.40799","20.35729","16.59167"
"-1","22.49444","22.26701","30.63194","19.34028","14.58403"
"-1","23.1875","22.98576","29.39201","20.78021","17.99583"
"-1","25.47951","25.40174","31.06319","24.88229","21.40278"
"-1","27.61076","27.45278","33.01007","27.82986","24.40486"
"-1","27.60521","27.56458","33.20313","27.28958","23.74931"
"-1","24.72639","24.43125","30.8184","26.02361","20.47188"
"-1","24.56979","23.99896","29.52604","24.2566","23.00174"
"-1","25.0625","24.56389","31.48924","26.86667","24.57257"
"-1","13.43854","13.34479","16.83125","28.81354","26.51458"
"-1","0","0","0","27.84861","23.99132"
"-1","0","0","0","23.52813","22.18993"
"-1","0","0","0","28.34063","26.21146"
"-1","13.72778","13.44201","16.27431","28.5441","27.35521"
"-1","24.85382","25.31493","30.81632","27.82361","20.97847"
"-1","24.68333","24.96007","28.97083","22.81458","17.31597"
"-1","23.43854","24.04618","28.21528","14.13715","14.69271"
"-1","21.83681","22.31736","26.39375","15.75729","15.9809"
"-1","21.45174","21.72535","25.70451","17.20208","16.77014"
"-1","21.74063","21.96979","26.85903","16.72222","15.38125"
"-1","23.01736","23.03299","27.03438","20.24306","18.36285"
"-1","23.18472","23.22257","29.5941","23.75938","20.46389"
